graphs_name,embeddability,embeddability_bool
Ls?_Q?RIOog`@h,unembeddable,unsat
LsC@I?CAAHcYEW,21-grid embeddable,sat
LsCQPH?G?K`K?N,9-grid embeddable,sat
LsCQPH?G?S_k?N,minimally unembeddable,unsat
LsCY@C_O?T?i?N,minimally unembeddable,unsat
LsC_W?@OAFDIDK,3-grid embeddable,sat
LsC_W@??QFAeIS,9-grid embeddable,sat
LsG?I@DGooARBI,embeddable,sat
LsG?i?G@APciCw,13-grid embeddable,sat
LsGOI?G?aJBEGs,13-grid embeddable,sat
LsGOW?@OAFDIDK,5-grid embeddable,sat
LsGOW@??QFAeIS,17-grid embeddable,sat
LsOH?`GChB?q@R,minimally unembeddable,unsat
LsOPG?@A@DbIPW,13-grid embeddable,sat
LsO_??iPOqAp?{,minimally unembeddable,unsat
LsO_?@IHOqAp?{,unembeddable,unsat
LsO__OA@@RAYPK,minimally unembeddable,unsat
LsO__OA@@RGUDS,minimally unembeddable,unsat
LsO__OC?aPciCw,minimally unembeddable,unsat
LsO_g?@A@IaUQW,25-grid embeddable,sat
LuGG?LAG?X?YCF,5-grid embeddable,sat
LuGGGD@G?R?qCF,embeddable,sat
Lw?G_AXT@S?i?r,25-grid embeddable,sat
Lw?OgOH?CoceOs,unembeddable,unsat
Lw@PO_G_?r?e?t,minimally unembeddable,unsat
LwC?G?q`O[HHC[,unembeddable,unsat
LwC?G?rRSAB@@b,unembeddable,unsat
LwCO??h`_iGXAk,unembeddable,unsat
LwCO?ARQ`K@I@R,5-grid embeddable,sat
LwCO?ARQ`Q?q@R,unembeddable,unsat
LwCOOAFQPCA`?V,embeddable,sat
LwCa_OC_?p_Y@X,5-grid embeddable,sat
Lwd@?_C?_p_k?t,25-grid embeddable,sat
L{?GW_??GpgkGs,5-grid embeddable,sat
L{?GW_??GrCYPK,unembeddable,unsat
L{?OW?@A@HbIOw,25-grid embeddable,sat
L{?OW?@A@PaiOw,5-grid embeddable,sat
L{C?GGAA?rGiGk,25-grid embeddable,sat
L{COOK_O?T?i?N,13-grid embeddable,sat
M??@AMKLAOB@c`wE?,unembeddable,unsat
M??@I`G`@o@ecowE?,unembeddable,unsat
M??@QHOLCO@dcowE?,unembeddable,unsat
M??@`SUaQHw?U@h@?,unembeddable,unsat
M??AH@WLCO@hcowE?,13-grid embeddable,sat
M??AHPGb@_AdcowE?,embeddable,sat
M??AHQGHAoAecowE?,unembeddable,unsat
M??AHaGHAo@ecowE?,unembeddable,unsat
M??AKGhLAOB@c`wE?,minimally unembeddable,unsat
M??AcGhLAO@`c`wE?,minimally unembeddable,unsat
M??CCWoDHSGqUAwW?,unembeddable,unsat
M??CIGhLAOB@c`wE?,minimally unembeddable,unsat
M??CIO`JA_Ade_wE?,embeddable,sat
M??C`aKEPKHAPBwW?,unembeddable,unsat
M??C`hGBi_O`IBwW?,unembeddable,unsat
M??C`hGEHSOaPBwW?,unembeddable,unsat
M??CaOZgSGkOJ@TA?,unembeddable,unsat
M??Cd@EQPTAib?[?_,unembeddable,unsat
M??DC`IPXKBHb?[?_,unembeddable,unsat
M??DCdCDIRDQb?[?_,unembeddable,unsat
M??DCdGPHTAib?[?_,unembeddable,unsat
M??G@DELCSJ?cPwE?,unembeddable,unsat
M??GGMaSmAEGeAY@?,unembeddable,unsat
M??GGNAgPdIIe?Y?_,unembeddable,unsat
M??GH@BKcWJ?cPwE?,unembeddable,unsat
M??GQCcb@cQCSPwE?,unembeddable,unsat
M??G_eaWQLOiM?q?_,unembeddable,unsat
M??G_eaoQTCi[?b?_,unembeddable,unsat
M??G`@BHaoP_cPwE?,embeddable,sat
M??G`@BLCSH_cPwE?,embeddable,sat
M??G`@Ed@SPGSPwE?,unembeddable,unsat
M??G`hGGc@goe?w@_,minimally unembeddable,unsat
M??Ga?`P`oPSdOwE?,5-grid embeddable,sat
M??GaD_DkIDWkAqG?,unembeddable,unsat
M??GcDQPPGdWkAqG?,unembeddable,unsat
M??G{QCQPHIEKQw_?,unembeddable,unsat
M??H?cJWe@U@TObC?,unembeddable,unsat
M??H?cJgaaXCdCXA?,unembeddable,unsat
M??H?d_cSHgwUGi_?,unembeddable,unsat
M??H?d_oGrGwdCi_?,unembeddable,unsat
M??H?f?WaJPWdCMG?,9-grid embeddable,sat
M??H?f?ggjHW[?b?_,unembeddable,unsat
M??HAEDHc`IBEoy??,unembeddable,unsat
M??HAEacU@@wTAMC?,unembeddable,unsat
M??HAHOLCO@TcowE?,13-grid embeddable,sat
M??HAPA`@oAecowE?,embeddable,sat
M??HAPAb@_AdcowE?,embeddable,sat
M??HAPQHCoAa_pwE?,embeddable,sat
M??HAPQb@_A`_pwE?,embeddable,sat
M??HAaDLAO@Pc`wE?,minimally unembeddable,unsat
M??HB@PcHSaoo`bO?,unembeddable,unsat
M??HCDaoQ_bWLAbG?,unembeddable,unsat
M??HCHBLAOB@c`wE?,9-grid embeddable,sat
M??HCPAHAoAecowE?,embeddable,sat
M??HCPAR@_AdcowE?,unembeddable,unsat
M??HCPQP@oAa_pwE?,embeddable,sat
M??HCPQR@_A`_pwE?,minimally unembeddable,unsat
M??HD?TSHSgoc`qO?,unembeddable,unsat
M??HD?TSJCqOB`qO?,unembeddable,unsat
M??HIPOd@OAD_pwE?,13-grid embeddable,sat
M??HSHDF@dIAgPq_?,unembeddable,unsat
M??HaHOd@O@D_pwE?,unembeddable,unsat
M??I?MPg_scg[@qG?,unembeddable,unsat
M??I@CRgS`K`UCb_?,unembeddable,unsat
M??I@E`cMC@wLAUC?,unembeddable,unsat
M??I@PAb@_AdcowE?,unembeddable,unsat
M??I@PQHCoAa_pwE?,embeddable,sat
M??I@PQb@_A`_pwE?,unembeddable,unsat
M??ICGbLAOB@c`wE?,9-grid embeddable,sat
M??ID?pDIKdOc`qO?,unembeddable,unsat
M??IHAHLAOAHc`wE?,5-grid embeddable,sat
M??IcG`LAO@Dc`wE?,unembeddable,unsat
M??K?cpW@KhWsCbG?,unembeddable,unsat
M??K?d_S]CDWLAbG?,unembeddable,unsat
M??K@CJSMCF@XOdC?,unembeddable,unsat
M??K@CRSMCE`YObC?,unembeddable,unsat
M??K@IWDQCDPSEwW?,unembeddable,unsat
M??K@PAHAoAecowE?,embeddable,sat
M??K@PAR@_AdcowE?,minimally unembeddable,unsat
M??K@PQR@_A`_pwE?,unembeddable,unsat
M??KACb``_iHFGy??,unembeddable,unsat
M??KAD_KKcdWTObG?,unembeddable,unsat
M??KAGbLAOB@c`wE?,embeddable,sat
M??KI_`LAO@Dc`wE?,unembeddable,unsat
M??KQG`LAOADc`wE?,embeddable,sat
M??K`H?KAWBE_wwE?,minimally unembeddable,unsat
M??K``KCPSGB`DwW?,unembeddable,unsat
M??K``KESCC`OFwW?,unembeddable,unsat
M??K`hGAi_O`GFwW?,unembeddable,unsat
M??K`hGEKCG`GFwW?,unembeddable,unsat
M??KaG_LAOBD_wwE?,minimally unembeddable,unsat
M??MDCoS?qhS`CHG_,unembeddable,unsat
M??OP?ecaWIGaPwE?,9-grid embeddable,sat
M??OP?edASIGaPwE?,21-grid embeddable,sat
M??OP@Ed@SPGSPwE?,unembeddable,unsat
M??OPGacaWICaPwE?,9-grid embeddable,sat
M??OPGadASICaPwE?,unembeddable,unsat
M??OPHAKaWQCaPwE?,embeddable,sat
M??OPHAT@SQCaPwE?,minimally unembeddable,unsat
M??OP_gOsHI_a_w@_,minimally unembeddable,unsat
M??OP_gPKEIOb?w@_,5-grid embeddable,sat
M??OP_hOcGi_a_w@_,embeddable,sat
M??OP_hPCCiOb?w@_,embeddable,sat
M??OPhGGc@goe?w@_,13-grid embeddable,sat
M??OPqCO`@h_c_w@_,9-grid embeddable,sat
M??OPqCO`@i_a_w@_,5-grid embeddable,sat
M??OQ?`P`oPSdOwE?,minimally unembeddable,unsat
M??OQCc``oPCSPwE?,embeddable,sat
M??OQCcd@SPCSPwE?,unembeddable,unsat
M??OQGaJAcR?_XwE?,13-grid embeddable,sat
M??OQGaLASR?_XwE?,unembeddable,unsat
M??OQck_CKeAQDwW?,unembeddable,unsat
M??OQgi_CKeAQDwW?,unembeddable,unsat
M??OX@@T@SR?_XwE?,minimally unembeddable,unsat
M??PA@I`@o@icowE?,embeddable,sat
M??PA@Ia@g@icowE?,embeddable,sat
M??PADG`@o@ecowE?,unembeddable,unsat
M??PADWd@O@`_pwE?,unembeddable,unsat
M??PAE@LAO@de_wE?,minimally unembeddable,unsat
M??PAEGHAo@ecowE?,unembeddable,unsat
M??PAEWLAO@`_pwE?,unembeddable,unsat
M??PAPALCO@dcowE?,minimally unembeddable,unsat
M??PAPA`@o@ecowE?,embeddable,sat
M??PC@IIAg@icowE?,embeddable,sat
M??PC@IP@o@icowE?,unembeddable,unsat
M??PCPAHAo@ecowE?,unembeddable,unsat
M??PCPAT@O@dcowE?,unembeddable,unsat
M??PI@Wb@_@H_pwE?,unembeddable,unsat
M??PI@Wd@O@H_pwE?,embeddable,sat
M??PQAGHAo?mcowE?,embeddable,sat
M??Q@@I`@o@icowE?,unembeddable,unsat
M??Q@@Ia@g@icowE?,embeddable,sat
M??Q@E@LAO@de_wE?,minimally unembeddable,unsat
M??Q@PALCO@dcowE?,unembeddable,unsat
M??QCGaJA_@Le_wE?,5-grid embeddable,sat
M??QCGaLAO@Le_wE?,embeddable,sat
M??QHAWJA_@H_pwE?,minimally unembeddable,unsat
M??QHAWLAO@H_pwE?,minimally unembeddable,unsat
M??S@@BLAO@he_wE?,embeddable,sat
M??S@@IP@o@icowE?,unembeddable,unsat
M??S@PAHAo@ecowE?,unembeddable,unsat
M??S@PSEsCH@HBwW?,unembeddable,unsat
M??SCGwAPChoSEwW?,5-grid embeddable,sat
M??SCOsBQCCRUAwW?,unembeddable,unsat
M??W?MBWPcHPiGsC?,unembeddable,unsat
M??W@@BKaWPOcPwE?,unembeddable,unsat
M??WICb_a_dBqOkG?,unembeddable,unsat
M??WOS`gb@IPcWpC?,unembeddable,unsat
M??WQCRgbAD@cHpC?,unembeddable,unsat
M??X?OJgbAIScQpC?,unembeddable,unsat
M??X?SUol?K@SPaQ?,unembeddable,unsat
M??X?UEoJ?e@aPSo?,unembeddable,unsat
M??X?cJgB?qIQIp_?,unembeddable,unsat
M??X?cJgb?HDcQpC?,unembeddable,unsat
M??XA@BI`aPH`gsC?,unembeddable,unsat
M??XA@BKdA@hagsC?,unembeddable,unsat
M??XA@Bg`aPHBgsC?,unembeddable,unsat
M??XA@QICg@I_pwE?,embeddable,sat
M??XA@QKCW@I_pwE?,5-grid embeddable,sat
M??XACJKd?GhaIsC?,unembeddable,unsat
M??XACJgaaE@aHpC?,unembeddable,unsat
M??XACRId?GhaIsC?,unembeddable,unsat
M??XACUoL?d@SPao?,unembeddable,unsat
M??XC?RgbAHSBQsC?,unembeddable,unsat
M??XC@AIAg@McowE?,unembeddable,unsat
M??XC@AKAW@McowE?,unembeddable,unsat
M??Y@@Aa@g@McowE?,unembeddable,unsat
M??Y@CVQCQs?KDo`?,unembeddable,unsat
M??Y@EFgC_i@IPQc?,unembeddable,unsat
M??[@@QQ@g@I_pwE?,minimally unembeddable,unsat
M??[A?aGYTPIDo{??,unembeddable,unsat
M??_eA_S?P_xZ?e__,unembeddable,unsat
M??`C`GCoTi_b@wW?,unembeddable,unsat
M??`C`GDOTiOb@wW?,unembeddable,unsat
M??aAOoDOTQQbAwW?,5-grid embeddable,sat
M??aA_gDOTPacawW?,unembeddable,unsat
M??aA_gDOTqOb@wW?,unembeddable,unsat
M??aCPOEOXEQ`awW?,unembeddable,unsat
M??aC_gCoTp_T@wW?,unembeddable,unsat
M??aH@WAOepAd@wW?,embeddable,sat
M??aHPOCGQrO`EwW?,unembeddable,unsat
M??aHQOAOtIA`DwW?,unembeddable,unsat
M??aHp?CGPpPdCwW?,unembeddable,unsat
M??aHq?AGdhAd@wW?,unembeddable,unsat
M??aIOoDOTQAaBwW?,unembeddable,unsat
M??aPQOAOlIA`DwW?,unembeddable,unsat
M??aPq?CGLiAb@wW?,unembeddable,unsat
M??aQ?wCOIp`ccwW?,unembeddable,unsat
M??aSPOCGQcbd_wW?,unembeddable,unsat
M??aSPOCGyCa_dwW?,unembeddable,unsat
M??ccPKO@o?iCdwE?,unembeddable,unsat
M??hC`GEGiGP_dwW?,unembeddable,unsat
M??qOgIOP@pIcIx_?,unembeddable,unsat
M??qQ_gCOPoB``wW?,unembeddable,unsat
M??w?CbcaSiGaPwG?,unembeddable,unsat
M??x?cIOQ@pIcIw_?,unembeddable,unsat
M??x?eAOQTPIcGWC_,unembeddable,unsat
M??x@EAOQdQIaGQC_,unembeddable,unsat
M??xCCRGcOiAoPQI?,unembeddable,unsat
M??xCDBGa_pAcQQH?,13-grid embeddable,sat
M?@@A_gCoXr?``wW?,unembeddable,unsat
M?@@C?wCoYpOT@wW?,unembeddable,unsat
M?@@CPOEGYEP`cwW?,unembeddable,unsat
M?@@C_gCoXpOT@wW?,unembeddable,unsat
M?@@IAHIC_AXFCwE?,minimally unembeddable,unsat
M?@@SPOCGQcbd_wW?,unembeddable,unsat
M?@@SPOCGyCQ`DwW?,unembeddable,unsat
M?@@S`GCGyCQ`DwW?,unembeddable,unsat
M?@AHAHIC_AXFCwE?,unembeddable,unsat
M?@C@dIIC_A`BDwE?,embeddable,sat
M?@C@giSCOAQBBwE?,unembeddable,unsat
M?@CHDGIC_ALFCwE?,unembeddable,unsat
M?@H@aGEGiOPOdwW?,unembeddable,unsat
M?@H@p?CGTqA``wW?,unembeddable,unsat
M?@POgJ_CBeAQDx_?,unembeddable,unsat
M?A@@dKaA_A`AdwE?,embeddable,sat
M?A@I?hQC_AXFCwE?,minimally unembeddable,unsat
M?A@I?pQC_@XFCwE?,13-grid embeddable,sat
M?A@I@HIC_AXFCwE?,unembeddable,unsat
M?A@I@PIC_@XFCwE?,embeddable,sat
M?A@ICgQC_ALFCwE?,minimally unembeddable,unsat
M?A@IEWKAO@`CTwE?,embeddable,sat
M?AA@EWS@O@iDawE?,9-grid embeddable,sat
M?AA@EWS@OAiBawE?,21-grid embeddable,sat
M?AA@dKGCo@QDDwE?,embeddable,sat
M?AAAckGCo@QDDwE?,embeddable,sat
M?AAHIWS@OAIAbwE?,5-grid embeddable,sat
M?AAHOoSCOAiAiwE?,embeddable,sat
M?AAHSoOCoAEBDwE?,embeddable,sat
M?AAHTOGCoAEBDwE?,embeddable,sat
M?AAH_gQC_AiAiwE?,5-grid embeddable,sat
M?AAI_kGCo@QCTwE?,embeddable,sat
M?AC@dIS@OAaBBwE?,21-grid embeddable,sat
M?AC@hIS@OAQBBwE?,minimally unembeddable,unsat
M?AIPWYGO`kOd@oE?,unembeddable,unsat
M?C?@DCQ`gRC`owE?,unembeddable,unsat
M?C?@DEJCcJ?`PwE?,unembeddable,unsat
M?C?@HAT@SPccowE?,unembeddable,unsat
M?C?@HAT@SPgcgwE?,unembeddable,unsat
M?C?@gi`ACh_c_w@_,minimally unembeddable,unsat
M?C?@oe_aGq_Q_w@_,minimally unembeddable,unsat
M?C?ACdT@SR?``wE?,unembeddable,unsat
M?C?AWqdCSCaObwW?,unembeddable,unsat
M?C?H@ALCSHgcWwE?,5-grid embeddable,sat
M?C?H@AMCKHgcWwE?,embeddable,sat
M?C?HOo`QDH_c_w@_,9-grid embeddable,sat
M?C?HOo`QDPOT?w@_,9-grid embeddable,sat
M?C?HhGGc@goe?w@_,embeddable,sat
M?C?HqAP@@q_Q_w@_,9-grid embeddable,sat
M?C?I?`P`oPSdOwE?,unembeddable,unsat
M?C?I?aLCSHgcWwE?,unembeddable,unsat
M?C?I?aMCKHgcWwE?,unembeddable,unsat
M?C?ICcT@SR?_XwE?,unembeddable,unsat
M?C?PGaeAKIC`PwE?,minimally unembeddable,unsat
M?C?PHAIagQC`PwE?,unembeddable,unsat
M?C@AIHLAO?pc`wE?,minimally unembeddable,unsat
M?C@CHHMAG?pc`wE?,unembeddable,unsat
M?CACGaJA_?le_wE?,minimally unembeddable,unsat
M?CAH@G`@o?mcowE?,minimally unembeddable,unsat
M?CAHAGJA_?lcowE?,unembeddable,unsat
M?CAK?`JA_?le_wE?,unembeddable,unsat
M?CC@HGMAGAp_wwE?,5-grid embeddable,sat
M?CCCGw@PChoSEwW?,unembeddable,unsat
M?CC`@CLAO@h_wwE?,embeddable,sat
M?CG@@Eb@cOWSPwE?,unembeddable,unsat
M?CG`?``QEgc_h}??,unembeddable,unsat
M?CG`@AJCcOgOXwE?,unembeddable,unsat
M?CG`CcOKAj?`_w@_,5-grid embeddable,sat
M?CG`DCGS@j?`_w@_,minimally unembeddable,unsat
M?CGa?`_`CoePQ}??,embeddable,sat
M?CHADOe@G?d_pwE?,unembeddable,unsat
M?CK@@BMAG?hc`wE?,unembeddable,unsat
M?CO@EAHIQGoe?w@_,7-grid embeddable,sat
M?CO@EBHAOgoe?w@_,minimally unembeddable,unsat
M?CO@LAIC@i_a_w@_,minimally unembeddable,unsat
M?COACa`aoCcaPwE?,unembeddable,unsat
M?COCCaHIQGoe?w@_,minimally unembeddable,unsat
M?COP@AHcoOgOXwE?,unembeddable,unsat
M?COPDCGS@hOd?w@_,minimally unembeddable,unsat
M?COPGaOKAi_a_w@_,embeddable,sat
M?COPGaOS@i_a_w@_,embeddable,sat
M?COPK_OK@q_Q_w@_,unembeddable,unsat
M?COSHAGHAi_a_w@_,embeddable,sat
M?C_?TBHcQQQTGwA?,unembeddable,unsat
M?C_GL@ocRKCE`kC?,unembeddable,unsat
M?C_ICJcaaC`aHwC?,unembeddable,unsat
M?C_K?FcabHOIPwC?,5-grid embeddable,sat
M?C_KDBE`GQHQIwC?,unembeddable,unsat
M?C_S@@OgjCqao{??,unembeddable,unsat
M?C__LBKcIP@QHwC?,unembeddable,unsat
M?C_`DBc_WGdaQwC?,unembeddable,unsat
M?C_cDBK_WGdaQwC?,unembeddable,unsat
M?C`A@CAGeOg_d}??,13-grid embeddable,sat
M?C`CHC_aC@HCK}??,5-grid embeddable,sat
M?C`C`GCoTO`PDwW?,unembeddable,unsat
M?C`C`GDOTGa_bwW?,unembeddable,unsat
M?C`Cp?@GTiO`DwW?,unembeddable,unsat
M?C`K@@_aG@KCE}??,13-grid embeddable,sat
M?C`K@@`AC@ECQ}??,embeddable,sat
M?C`KA@OaGAIAI}??,13-grid embeddable,sat
M?Ca?GFW_qWHagkC?,unembeddable,unsat
M?Ca?KJW_iW@aHkC?,unembeddable,unsat
M?Ca@@@`?PoWD`}??,13-grid embeddable,sat
M?Ca@@@`?SoKD`}??,embeddable,sat
M?Ca@A@P?QoSD`}??,embeddable,sat
M?Ca@PO@GUqO`DwW?,unembeddable,unsat
M?CaA?`_GYOQD`}??,embeddable,sat
M?CaA?c_gQOHD`}??,13-grid embeddable,sat
M?CaAGaAO`Oo_F}??,9-grid embeddable,sat
M?CaA_gDOTOa_bwW?,unembeddable,unsat
M?CaC?_POROSD`}??,embeddable,sat
M?CaC?_POTOKD`}??,embeddable,sat
M?CaC?`OGSObDo}??,minimally unembeddable,unsat
M?CaC?`POPOPD`}??,embeddable,sat
M?CaC?bP?OoHD`}??,9-grid embeddable,sat
M?CaC@?AGeCk`c}??,13-grid embeddable,sat
M?CaCABW_qGhBgkC?,unembeddable,unsat
M?CaCC_AGbGo`D}??,embeddable,sat
M?CaCOoAoDo`T@wW?,unembeddable,unsat
M?CaC`GAGmCa_dwW?,unembeddable,unsat
M?CaH@?AGaOp_[}??,embeddable,sat
M?CaH@?_OROED`}??,13-grid embeddable,sat
M?CaH@@_cGAIAI}??,7-grid embeddable,sat
M?CaH@AAO`O`_T}??,embeddable,sat
M?CaHA?OOROED`}??,13-grid embeddable,sat
M?CaHAW?OehA`DwW?,unembeddable,unsat
M?CaH`GAGEoBd@wW?,unembeddable,unsat
M?CaI?_AGbOo_T}??,embeddable,sat
M?CaI?`_GQOBD`}??,9-grid embeddable,sat
M?CaI?`_cGAIAI}??,7-grid embeddable,sat
M?Cc@D?AGaGs`E}??,minimally unembeddable,unsat
M?CcA?YHTCIHPgaS?,unembeddable,unsat
M?CcA?`O?WoUDo}??,9-grid embeddable,sat
M?CcA?aAGaOpPS}??,9-grid embeddable,sat
M?CcA@@GGWORDo}??,5-grid embeddable,sat
M?CcA@CAGeCg_d}??,embeddable,sat
M?CcAChDq_G`aHga?,unembeddable,unsat
M?CcACiSCO?hDDwE?,unembeddable,unsat
M?CcAD?AGaCs`E}??,embeddable,sat
M?CcH@?AGaGp_[}??,5-grid embeddable,sat
M?CcH@AA?bGa_T}??,minimally unembeddable,unsat
M?Cg@CR_cGhQSIwO?,unembeddable,unsat
M?Cg@CR_d?gqSIqO?,unembeddable,unsat
M?CgCCFGc_hQSIwO?,13-grid embeddable,sat
M?Ch?cI_I@ghcSw_?,unembeddable,unsat
M?Ch?caOQ@qD`Sq_?,unembeddable,unsat
M?Ch?ca_I@iH`Sq_?,unembeddable,unsat
M?CkA?aCYTOic_WO_,unembeddable,unsat
M?D?_O`_`CoePQ}??,minimally unembeddable,unsat
M?D@?gI_@AgF`c}??,embeddable,sat
M?D@@@?`OROSD`}??,5-grid embeddable,sat
M?D@@@@`OPOPD`}??,25-grid embeddable,sat
M?D@@A?POROSD`}??,13-grid embeddable,sat
M?D@@A?POTOKD`}??,embeddable,sat
M?D@@A@P?QoSD`}??,embeddable,sat
M?D@@HAAO`O`_d}??,9-grid embeddable,sat
M?D@AG_A_bOc_d}??,embeddable,sat
M?D@AGaAO`O`_d}??,unembeddable,unsat
M?D@AGaAO`Oo_F}??,embeddable,sat
M?D@AOo@GEpacawW?,unembeddable,unsat
M?D@C?`OGYOQD`}??,9-grid embeddable,sat
M?D@C?`POPOPD`}??,13-grid embeddable,sat
M?D@C?aOOOodDo}??,unembeddable,unsat
M?D@C?bP?OoHD`}??,9-grid embeddable,sat
M?D@C@OI?F?jf_wK?,5-grid embeddable,sat
M?D@C@`C_W?NtCia?,unembeddable,unsat
M?D@CC_OGWOFDo}??,embeddable,sat
M?D@CG_A_bGc_d}??,embeddable,sat
M?D@CIAHAC@HCK}??,7-grid embeddable,sat
M?D@CIAP@C@HCK}??,13-grid embeddable,sat
M?D@I?_AO`OX`K}??,minimally unembeddable,unsat
M?D@I?_AO`OY`I}??,minimally unembeddable,unsat
M?D@I?`AGaOo_F}??,embeddable,sat
M?D@K?`_aG@BCW}??,9-grid embeddable,sat
M?D@K?`_aG@HCK}??,5-grid embeddable,sat
M?D@K@@AG_CX`E}??,17-grid embeddable,sat
M?D@KA@P@C@ECQ}??,7-grid embeddable,sat
M?D@KC_AG_GL`E}??,minimally unembeddable,unsat
M?DACG_A_bCc_d}??,embeddable,sat
M?DAH?aAO`O`_T}??,embeddable,sat
M?DAKC_AG_CL`E}??,5-grid embeddable,sat
M?DC@?aAGaGp`S}??,9-grid embeddable,sat
M?DC@@AAGeCg`D}??,9-grid embeddable,sat
M?DC@@CAGeCg_d}??,embeddable,sat
M?DC@DAAO`C``D}??,13-grid embeddable,sat
M?DCH?aAO`G`_T}??,13-grid embeddable,sat
M?D_?KRSL?pHo_I__,unembeddable,unsat
M?D_?SbPccpGo@KG_,unembeddable,unsat
M?D_GUBCa_sAIPoI?,unembeddable,unsat
M?D__O`CiMSOoKaP?,unembeddable,unsat
M?D__d@_YKPBg_IG_,unembeddable,unsat
M?D_cC_CiMDCoKaP?,unembeddable,unsat
M?E@A?`O_PObDo}??,9-grid embeddable,sat
M?E@A?aAGaOpPS}??,minimally unembeddable,unsat
M?E@ABoHOeH?_bBD?,embeddable,sat
M?E@ABoHOqGO_bBD?,embeddable,sat
M?E@ADKKCO?XDDwE?,unembeddable,unsat
M?E@H@?AGaGs_U}??,13-grid embeddable,sat
M?E@H@AA?bOaOT}??,13-grid embeddable,sat
M?E@H@AAO`O`OT}??,embeddable,sat
M?E@HDCOS?@BCI}??,13-grid embeddable,sat
M?E@HE?AG`G`OT}??,13-grid embeddable,sat
M?E@I?_AGaOdOs}??,5-grid embeddable,sat
M?E@I?`AG_GX`E}??,minimally unembeddable,unsat
M?E@I?`O?OoFDo}??,13-grid embeddable,sat
M?E@I?aA?bOaOT}??,embeddable,sat
M?E@I@@AG_CX`E}??,minimally unembeddable,unsat
M?E@I@@G?OoFDo}??,unembeddable,unsat
M?E@IA?GIA@pC[}??,unembeddable,unsat
M?E@IC_AG_GL`E}??,13-grid embeddable,sat
M?E@IEGGAo?MDDwE?,unembeddable,unsat
M?E@IHAAG_CH_F}??,5-grid embeddable,sat
M?E@IHAGS?@DCE}??,5-grid embeddable,sat
M?E@K?_OIA@pC[}??,21-grid embeddable,sat
M?EA@?`O_PObDo}??,embeddable,sat
M?EA@?aAGaGp`S}??,embeddable,sat
M?EA@@?AGeCk`c}??,embeddable,sat
M?EA@A?AgbGoHP}??,9-grid embeddable,sat
M?EA@C_AGaGs`E}??,embeddable,sat
M?EA@E?AG`GqHQ}??,9-grid embeddable,sat
M?EA@GaAO`O`Od}??,embeddable,sat
M?EA@HAA?bCQ`D}??,minimally unembeddable,unsat
M?EAAC_AGaCs`E}??,13-grid embeddable,sat
M?EAH?_AGaOiOi}??,embeddable,sat
M?EAH?_AO`OiOi}??,minimally unembeddable,unsat
M?EAH@?A?bCY`K}??,41-grid embeddable,sat
M?EAHA?AG`ChOs}??,21-grid embeddable,sat
M?EAHA?GIA@bCw}??,9-grid embeddable,sat
M?EAHA?GQ@@bCw}??,unembeddable,unsat
M?EAHG_OK?ATAU}??,9-grid embeddable,sat
M?EAHHAAG_CH_F}??,21-grid embeddable,sat
M?EAHHAGS?@DCE}??,5-grid embeddable,sat
M?EAHI?AG`GQGR}??,5-grid embeddable,sat
M?EAHL?GK?@BCI}??,5-grid embeddable,sat
M?EAIC_AG_CL`E}??,5-grid embeddable,sat
M?EAICcAG_CH_F}??,embeddable,sat
M?EC@GaCOPGQPB}??,9-grid embeddable,sat
M?ECA?_BOdGWHH}??,embeddable,sat
M?ECA@?BOdCcGp}??,9-grid embeddable,sat
M?ECACaCOPCaPB}??,5-grid embeddable,sat
M?ECACaS@OAeBQwE?,21-grid embeddable,sat
M?ECACcKAOAiAiwE?,embeddable,sat
M?ECACkGAo?YDDwE?,unembeddable,unsat
M?ECAGaA?bGQHD}??,minimally unembeddable,unsat
M?ECAGaKAOAiAiwE?,unembeddable,unsat
M?ECH?_COPGUPQ}??,unembeddable,unsat
M?ECH?_COPGYPI}??,unembeddable,unsat
M?ECH@?A?bGiGk}??,unembeddable,unsat
M?ECH@?AO`GiGi}??,unembeddable,unsat
M?ECI?_A?bGiGk}??,embeddable,sat
M?ECI?_AGaGiGi}??,embeddable,sat
M?ECI?_OP@@bCw}??,unembeddable,unsat
M?ECI?`KAOAiAiwE?,unembeddable,unsat
M?ECI?aA?bCaOT}??,minimally unembeddable,unsat
M?F_CCIGkAIWQIKE?,unembeddable,unsat
M?F_CDAGkABWSIIE?,unembeddable,unsat
M?F__eA_QDCIQEIH?,unembeddable,unsat
M?FaAEA_Od@IKEIH?,unembeddable,unsat
M?FcCDAGOd@IQHKE?,unembeddable,unsat
M?GOAEAHguPCT@wO?,unembeddable,unsat
M?GOCDA@heHgsGiC?,unembeddable,unsat
M?GOCDA@heWgUGiC?,embeddable,sat
M?GOCDAEpLHC`P{??,unembeddable,unsat
M?GOCDAIolHC`P{??,unembeddable,unsat
M?GOID@_Gpcqao{??,unembeddable,unsat
M?GOOKoQcIKKcgoE?,unembeddable,unsat
M?GQ?SFWA_pH`Kk_?,unembeddable,unsat
M?GW@CQoAMPSWKcS?,unembeddable,unsat
M?GW@CQoATOwWScK?,unembeddable,unsat
M?GWCCRGd?gqSIqO?,unembeddable,unsat
M?G[?cbO?agegEq_?,unembeddable,unsat
M?G[?cbO@@iI`Eq_?,unembeddable,unsat
